"","title","author","isbn13","rank","weeks_on_list"
"1007","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368098168","7","742"
"1008","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368098168","5","741"
"1009","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368098168","5","740"
"1010","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368098168","5","739"
"1011","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368098168","4","738"
"1012","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368098168","7","737"
"1013","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368098168","4","736"
"1014","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368098168","4","735"
"1015","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368101028","5","754"
"1016","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368101028","4","753"
"1017","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368101028","5","752"
"1018","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368101028","6","751"
"1019","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368101028","3","750"
"1020","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368101028","3","749"
"1021","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368101028","4","748"
"1022","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368101028","2","747"
"1023","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368101028","2","746"
"1024","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368101028","2","745"
"1025","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368101028","1","744"
"1026","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368101028","6","743"
"1027","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368101028","7","742"
"1028","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368101028","5","741"
"1029","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368101028","5","740"
"1030","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368101028","5","739"
"1031","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368101028","4","738"
"1032","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368101028","7","737"
"1033","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368101028","4","736"
"1034","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368101028","4","735"
"1035","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368107631","5","754"
"1036","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368107631","4","753"
"1037","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368107631","5","752"
"1038","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368107631","6","751"
"1039","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368107631","3","750"
"1040","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368107631","3","749"
"1041","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368107631","4","748"
"1042","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368107631","2","747"
"1043","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368107631","2","746"
"1044","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368107631","2","745"
"1045","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368107631","1","744"
"1046","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368107631","6","743"
"1047","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368107631","7","742"
"1048","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368107631","5","741"
"1049","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368107631","5","740"
"1050","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368107631","5","739"
"1051","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368107631","4","738"
"1052","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368107631","7","737"
"1053","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368107631","4","736"
"1054","PERCY JACKSON & THE OLYMPIANS","Rick Riordan","9781368107631","4","735"
"1055","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933","13","1"
"1056","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933","15","162"
"1057","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933","12","161"
"1058","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933","10","160"
"1059","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933","9","159"
"1060","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933","10","158"
"1061","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933","10","157"
"1062","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933","8","156"
"1063","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933","8","155"
"1064","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933","10","154"
"1065","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933","10","153"
"1066","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933","9","152"
"1067","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933","7","151"
"1068","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933","8","150"
"1069","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933","7","149"
"1070","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933","6","148"
"1071","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933","14","115"
"1072","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933","8","114"
"1073","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933","5","147"
"1074","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933","2","146"
"1075","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139246","13","1"
"1076","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139246","15","162"
"1077","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139246","12","161"
"1078","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139246","10","160"
"1079","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139246","9","159"
"1080","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139246","10","158"
"1081","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139246","10","157"
"1082","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139246","8","156"
"1083","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139246","8","155"
"1084","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139246","10","154"
"1085","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139246","10","153"
"1086","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139246","9","152"
"1087","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139246","7","151"
"1088","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139246","8","150"
"1089","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139246","7","149"
"1090","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139246","6","148"
"1091","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139246","14","115"
"1092","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139246","8","114"
"1093","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139246","5","147"
"1094","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139246","2","146"
"1095","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139239","13","1"
"1096","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139239","15","162"
"1097","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139239","12","161"
"1098","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139239","10","160"
"1099","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139239","9","159"
"1100","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139239","10","158"
"1101","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139239","10","157"
"1102","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139239","8","156"
"1103","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139239","8","155"
"1104","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139239","10","154"
"1105","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139239","10","153"
"1106","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139239","9","152"
"1107","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139239","7","151"
"1108","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139239","8","150"
"1109","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139239","7","149"
"1110","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139239","6","148"
"1111","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139239","14","115"
"1112","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139239","8","114"
"1113","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139239","5","147"
"1114","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501139239","2","146"
"1115","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781797106328","13","1"
"1116","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781797106328","15","162"
"1117","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781797106328","12","161"
"1118","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781797106328","10","160"
"1119","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781797106328","9","159"
"1120","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781797106328","10","158"
"1121","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781797106328","10","157"
"1122","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781797106328","8","156"
"1123","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781797106328","8","155"
"1124","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781797106328","10","154"
"1125","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781797106328","10","153"
"1126","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781797106328","9","152"
"1127","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781797106328","7","151"
"1128","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781797106328","8","150"
"1129","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781797106328","7","149"
"1130","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781797106328","6","148"
"1131","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781797106328","14","115"
"1132","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781797106328","8","114"
"1133","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781797106328","5","147"
"1134","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781797106328","2","146"
"1135","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781668081785","13","1"
"1136","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781668081785","15","162"
"1137","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781668081785","12","161"
"1138","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781668081785","10","160"
"1139","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781668081785","9","159"
"1140","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781668081785","10","158"
"1141","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781668081785","10","157"
"1142","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781668081785","8","156"
"1143","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781668081785","8","155"
"1144","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781668081785","10","154"
"1145","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781668081785","10","153"
"1146","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781668081785","9","152"
"1147","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781668081785","7","151"
"1148","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781668081785","8","150"
"1149","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781668081785","7","149"
"1150","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781668081785","6","148"
"1151","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781668081785","14","115"
"1152","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781668081785","8","114"
"1153","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781668081785","5","147"
"1154","THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781668081785","2","146"
"1155","DAUGHTER OF SMOKE AND BONE","Laini Taylor","9780316133975","7","2"
"1156","DAUGHTER OF SMOKE AND BONE","Laini Taylor","9780316133975","6","1"
"1157","DAUGHTER OF SMOKE AND BONE","Laini Taylor","9780316280167","7","2"
"1158","DAUGHTER OF SMOKE AND BONE","Laini Taylor","9780316280167","6","1"
"1159","DAUGHTER OF SMOKE AND BONE","Laini Taylor","9780316134071","7","2"
"1160","DAUGHTER OF SMOKE AND BONE","Laini Taylor","9780316134071","6","1"
"1161","DAUGHTER OF SMOKE AND BONE","Laini Taylor","9780316133999","7","2"
"1162","DAUGHTER OF SMOKE AND BONE","Laini Taylor","9780316133999","6","1"
"1163","DAUGHTER OF SMOKE AND BONE","Laini Taylor","9780316192149","7","2"
"1164","DAUGHTER OF SMOKE AND BONE","Laini Taylor","9780316192149","6","1"
"1165","DAUGHTER OF SMOKE AND BONE","Laini Taylor","9780316133982","7","2"
"1166","DAUGHTER OF SMOKE AND BONE","Laini Taylor","9780316133982","6","1"
"1167","DAUGHTER OF SMOKE AND BONE","Laini Taylor","9780316134026","7","2"
"1168","DAUGHTER OF SMOKE AND BONE","Laini Taylor","9780316134026","6","1"
"1169","DAUGHTER OF SMOKE AND BONE","Laini Taylor","9780316215404","7","2"
"1170","DAUGHTER OF SMOKE AND BONE","Laini Taylor","9780316215404","6","1"
"1171","MUSE OF NIGHTMARES","Laini Taylor","9780316341714","9","2"
"1172","MUSE OF NIGHTMARES","Laini Taylor","9780316341714","2","1"
"1173","STRANGE THE DREAMER","Laini Taylor","9780316341684","2","1"
"1174","SWORD CATCHER","Cassandra Clare","9780525619994","15","3"
"1175","SWORD CATCHER","Cassandra Clare","9780525619994","10","2"
"1176","SWORD CATCHER","Cassandra Clare","9780525619994","4","1"
"1177","SWORD CATCHER","Cassandra Clare","9780525619994","9","1"
"1178","SWORD CATCHER","Cassandra Clare","9780593600146","15","3"
"1179","SWORD CATCHER","Cassandra Clare","9780593600146","10","2"
"1180","SWORD CATCHER","Cassandra Clare","9780593600146","4","1"
"1181","SWORD CATCHER","Cassandra Clare","9780593600146","9","1"
"1182","SWORD CATCHER","Cassandra Clare","9780593724705","15","3"
"1183","SWORD CATCHER","Cassandra Clare","9780593724705","10","2"
"1184","SWORD CATCHER","Cassandra Clare","9780593724705","4","1"
"1185","SWORD CATCHER","Cassandra Clare","9780593724705","9","1"
"1186","SWORD CATCHER","Cassandra Clare","9780525620006","15","3"
"1187","SWORD CATCHER","Cassandra Clare","9780525620006","10","2"
"1188","SWORD CATCHER","Cassandra Clare","9780525620006","4","1"
"1189","SWORD CATCHER","Cassandra Clare","9780525620006","9","1"
"1190","THE LAST HOURS","Cassandra Clare","9781481431873","6","3"
"1191","THE LAST HOURS","Cassandra Clare","9781481431873","4","2"
"1192","THE LAST HOURS","Cassandra Clare","9781481431873","1","1"
"1193","THE LAST HOURS","Cassandra Clare","9781481431903","6","3"
"1194","THE LAST HOURS","Cassandra Clare","9781481431903","4","2"
"1195","THE LAST HOURS","Cassandra Clare","9781481431903","1","1"
"1196","THE LAST HOURS","Cassandra Clare","9781481431934","6","3"
"1197","THE LAST HOURS","Cassandra Clare","9781481431934","4","2"
"1198","THE LAST HOURS","Cassandra Clare","9781481431934","1","1"
"1199","THE LAST HOURS","Cassandra Clare","9781481431958","6","3"
"1200","THE LAST HOURS","Cassandra Clare","9781481431958","4","2"
"1201","THE LAST HOURS","Cassandra Clare","9781481431958","1","1"
"1202","THE LAST HOURS","Cassandra Clare","9781481431910","6","3"
"1203","THE LAST HOURS","Cassandra Clare","9781481431910","4","2"
"1204","THE LAST HOURS","Cassandra Clare","9781481431910","1","1"
"1205","THE LAST HOURS","Cassandra Clare","9781481431880","6","3"
"1206","THE LAST HOURS","Cassandra Clare","9781481431880","4","2"
"1207","THE LAST HOURS","Cassandra Clare","9781481431880","1","1"
"1208","THE LAST HOURS","Cassandra Clare","9781481431897","6","3"
"1209","THE LAST HOURS","Cassandra Clare","9781481431897","4","2"
"1210","THE LAST HOURS","Cassandra Clare","9781481431897","1","1"
"1211","THE LAST HOURS","Cassandra Clare","9781481431927","6","3"
"1212","THE LAST HOURS","Cassandra Clare","9781481431927","4","2"
"1213","THE LAST HOURS","Cassandra Clare","9781481431927","1","1"
"1214","ARCHENEMIES","Marissa Meyer","9781250212092","7","3"
"1215","ARCHENEMIES","Marissa Meyer","9781250212092","5","2"
"1216","ARCHENEMIES","Marissa Meyer","9781250212092","2","1"
"1217","CURSED","Marissa Meyer","9781250618917","9","4"
"1218","CURSED","Marissa Meyer","9781250618917","6","3"
"1219","CURSED","Marissa Meyer","9781250618917","6","2"
"1220","CURSED","Marissa Meyer","9781250618917","2","1"
"1221","GILDED","Marissa Meyer","9781250618849","7","9"
"1222","GILDED","Marissa Meyer","9781250618849","10","8"
"1223","GILDED","Marissa Meyer","9781250618849","10","7"
"1224","GILDED","Marissa Meyer","9781250618849","8","6"
"1225","GILDED","Marissa Meyer","9781250618849","8","5"
"1226","GILDED","Marissa Meyer","9781250618849","6","4"
"1227","GILDED","Marissa Meyer","9781250618849","5","3"
"1228","GILDED","Marissa Meyer","9781250618849","3","2"
"1229","GILDED","Marissa Meyer","9781250618849","1","1"
"1230","INSTANT KARMA","Marissa Meyer","9781250618818","3","1"
"1231","LET IT GLOW","Marissa Meyer and Joanne Levy","9781250360816","2","0"
"1232","LET IT GLOW","Marissa Meyer and Joanne Levy","9781250360670","2","0"
"1233","RENEGADES","Marissa Meyer","9781250044662","7","1"
"1234","RENEGADES","Marissa Meyer","9781250078308","7","1"
"1235","RENEGADES","Marissa Meyer","9781250078384","7","1"
"1236","RENEGADES","Marissa Meyer","9781250220165","7","1"
"1237","RENEGADES","Marissa Meyer","9781250180636","7","1"
"1238","RENEGADES","Marissa Meyer","9781250311443","7","1"
"1239","WITH A LITTLE LUCK","Marissa Meyer","9781250618931","8","1"
"1240","CARAVAL","Stephanie Garber","9781250095251","9","12"
"1241","CARAVAL","Stephanie Garber","9781250095251","7","11"
"1242","CARAVAL","Stephanie Garber","9781250095251","5","10"
"1243","CARAVAL","Stephanie Garber","9781250095251","3","9"
"1244","CARAVAL","Stephanie Garber","9781250095251","10","8"
"1245","CARAVAL","Stephanie Garber","9781250095251","10","7"
"1246","CARAVAL","Stephanie Garber","9781250095251","10","6"
"1247","CARAVAL","Stephanie Garber","9781250095251","10","5"
"1248","CARAVAL","Stephanie Garber","9781250095312","9","12"
"1249","CARAVAL","Stephanie Garber","9781250095312","7","11"
"1250","CARAVAL","Stephanie Garber","9781250095312","5","10"
"1251","CARAVAL","Stephanie Garber","9781250095312","3","9"
"1252","CARAVAL","Stephanie Garber","9781250095312","10","8"
"1253","CARAVAL","Stephanie Garber","9781250095312","10","7"
"1254","CARAVAL","Stephanie Garber","9781250095312","10","6"
"1255","CARAVAL","Stephanie Garber","9781250095312","10","5"
"1256","CARAVAL","Stephanie Garber","9781250157669","9","12"
"1257","CARAVAL","Stephanie Garber","9781250157669","7","11"
"1258","CARAVAL","Stephanie Garber","9781250157669","5","10"
"1259","CARAVAL","Stephanie Garber","9781250157669","3","9"
"1260","CARAVAL","Stephanie Garber","9781250157669","10","8"
"1261","CARAVAL","Stephanie Garber","9781250157669","10","7"
"1262","CARAVAL","Stephanie Garber","9781250157669","10","6"
"1263","CARAVAL","Stephanie Garber","9781250157669","10","5"
"1264","CARAVAL","Stephanie Garber","9781250157676","9","12"
"1265","CARAVAL","Stephanie Garber","9781250157676","7","11"
"1266","CARAVAL","Stephanie Garber","9781250157676","5","10"
"1267","CARAVAL","Stephanie Garber","9781250157676","3","9"
"1268","CARAVAL","Stephanie Garber","9781250157676","10","8"
"1269","CARAVAL","Stephanie Garber","9781250157676","10","7"
"1270","CARAVAL","Stephanie Garber","9781250157676","10","6"
"1271","CARAVAL","Stephanie Garber","9781250157676","10","5"
"1272","CARAVAL","Stephanie Garber","9781250095275","9","12"
"1273","CARAVAL","Stephanie Garber","9781250095275","7","11"
"1274","CARAVAL","Stephanie Garber","9781250095275","5","10"
"1275","CARAVAL","Stephanie Garber","9781250095275","3","9"
"1276","CARAVAL","Stephanie Garber","9781250095275","10","8"
"1277","CARAVAL","Stephanie Garber","9781250095275","10","7"
"1278","CARAVAL","Stephanie Garber","9781250095275","10","6"
"1279","CARAVAL","Stephanie Garber","9781250095275","10","5"
"1280","CARAVAL","Stephanie Garber","9781250095268","9","12"
"1281","CARAVAL","Stephanie Garber","9781250095268","7","11"
"1282","CARAVAL","Stephanie Garber","9781250095268","5","10"
"1283","CARAVAL","Stephanie Garber","9781250095268","3","9"
"1284","CARAVAL","Stephanie Garber","9781250095268","10","8"
"1285","CARAVAL","Stephanie Garber","9781250095268","10","7"
"1286","CARAVAL","Stephanie Garber","9781250095268","10","6"
"1287","CARAVAL","Stephanie Garber","9781250095268","10","5"
"1288","CARAVAL","Stephanie Garber","9781250095329","9","12"
"1289","CARAVAL","Stephanie Garber","9781250095329","7","11"
"1290","CARAVAL","Stephanie Garber","9781250095329","5","10"
"1291","CARAVAL","Stephanie Garber","9781250095329","3","9"
"1292","CARAVAL","Stephanie Garber","9781250095329","10","8"
"1293","CARAVAL","Stephanie Garber","9781250095329","10","7"
"1294","CARAVAL","Stephanie Garber","9781250095329","10","6"
"1295","CARAVAL","Stephanie Garber","9781250095329","10","5"
"1296","CARAVAL","Stephanie Garber","9781250095336","9","12"
"1297","CARAVAL","Stephanie Garber","9781250095336","7","11"
"1298","CARAVAL","Stephanie Garber","9781250095336","5","10"
"1299","CARAVAL","Stephanie Garber","9781250095336","3","9"
"1300","CARAVAL","Stephanie Garber","9781250095336","10","8"
"1301","CARAVAL","Stephanie Garber","9781250095336","10","7"
"1302","CARAVAL","Stephanie Garber","9781250095336","10","6"
"1303","CARAVAL","Stephanie Garber","9781250095336","10","5"
"1304","CARAVAL","Stephanie Garber","9781250157683","9","12"
"1305","CARAVAL","Stephanie Garber","9781250157683","7","11"
"1306","CARAVAL","Stephanie Garber","9781250157683","5","10"
"1307","CARAVAL","Stephanie Garber","9781250157683","3","9"
"1308","CARAVAL","Stephanie Garber","9781250157683","10","8"
"1309","CARAVAL","Stephanie Garber","9781250157683","10","7"
"1310","CARAVAL","Stephanie Garber","9781250157683","10","6"
"1311","CARAVAL","Stephanie Garber","9781250157683","10","5"
"1312","CARAVAL","Stephanie Garber","9781250264978","9","12"
"1313","CARAVAL","Stephanie Garber","9781250264978","7","11"
"1314","CARAVAL","Stephanie Garber","9781250264978","5","10"
"1315","CARAVAL","Stephanie Garber","9781250264978","3","9"
"1316","CARAVAL","Stephanie Garber","9781250264978","10","8"
"1317","CARAVAL","Stephanie Garber","9781250264978","10","7"
"1318","CARAVAL","Stephanie Garber","9781250264978","10","6"
"1319","CARAVAL","Stephanie Garber","9781250264978","10","5"
"1320","CARAVAL","Stephanie Garber","9781250259530","9","12"
"1321","CARAVAL","Stephanie Garber","9781250259530","7","11"
"1322","CARAVAL","Stephanie Garber","9781250259530","5","10"
"1323","CARAVAL","Stephanie Garber","9781250259530","3","9"
"1324","CARAVAL","Stephanie Garber","9781250259530","10","8"
"1325","CARAVAL","Stephanie Garber","9781250259530","10","7"
"1326","CARAVAL","Stephanie Garber","9781250259530","10","6"
"1327","CARAVAL","Stephanie Garber","9781250259530","10","5"
"1328","CARAVAL","Stephanie Garber","9781250893406","9","12"
"1329","CARAVAL","Stephanie Garber","9781250893406","7","11"
"1330","CARAVAL","Stephanie Garber","9781250893406","5","10"
"1331","CARAVAL","Stephanie Garber","9781250893406","3","9"
"1332","CARAVAL","Stephanie Garber","9781250893406","10","8"
"1333","CARAVAL","Stephanie Garber","9781250893406","10","7"
"1334","CARAVAL","Stephanie Garber","9781250893406","10","6"
"1335","CARAVAL","Stephanie Garber","9781250893406","10","5"
"1336","CARAVAL","Stephanie Garber","9781250893444","9","12"
"1337","CARAVAL","Stephanie Garber","9781250893444","7","11"
"1338","CARAVAL","Stephanie Garber","9781250893444","5","10"
"1339","CARAVAL","Stephanie Garber","9781250893444","3","9"
"1340","CARAVAL","Stephanie Garber","9781250893444","10","8"
"1341","CARAVAL","Stephanie Garber","9781250893444","10","7"
"1342","CARAVAL","Stephanie Garber","9781250893444","10","6"
"1343","CARAVAL","Stephanie Garber","9781250893444","10","5"
"1344","CARAVAL","Stephanie Garber","9781250368881","9","12"
"1345","CARAVAL","Stephanie Garber","9781250368881","7","11"
"1346","CARAVAL","Stephanie Garber","9781250368881","5","10"
"1347","CARAVAL","Stephanie Garber","9781250368881","3","9"
"1348","CARAVAL","Stephanie Garber","9781250368881","10","8"
"1349","CARAVAL","Stephanie Garber","9781250368881","10","7"
"1350","CARAVAL","Stephanie Garber","9781250368881","10","6"
"1351","CARAVAL","Stephanie Garber","9781250368881","10","5"
